client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,variation,edad_redondeada,full_bal,call_group,Outlier
3939719,22,268,46.5,M,5,587143.5,5,8,Control,46,500K-1M,5,False
5814834,5,64,38.0,U,3,505955.45,6,9,Control,38,500K-1M,6,False
6001892,15,190,43.5,M,2,540679.75,6,9,Test,44,500K-1M,6,False
5349495,21,252,74.5,M,2,371843.85,5,8,Test,74,250K-500K,5,False
5688492,6,83,67.0,U,2,294035.53,2,5,Control,67,250K-500K,2,False
9028665,20,242,67.5,M,2,321849.14,3,6,Control,68,250K-500K,3,False
7444896,5,68,66.5,U,4,597000.91,4,7,Test,66,500K-1M,4,False
8031855,18,217,51.5,F,2,553990.62,3,6,Control,52,500K-1M,3,False
6764307,7,90,72.5,U,3,586249.31,6,9,Test,72,500K-1M,6,False
2234704,31,372,64.0,M,4,2304360.89,6,9,Control,64,1M-5M,6,False
2810157,22,265,65.5,F,2,603408.17,6,9,Test,66,500K-1M,6,False
8917917,6,77,26.0,U,3,298232.42,6,9,Test,26,250K-500K,6,False
5741844,6,79,54.5,F,3,1119536.2,4,7,Test,54,1M-5M,4,False
512590,29,352,49.5,M,3,1449979.34,4,7,Test,50,1M-5M,4,False
8835379,11,143,70.0,F,2,354931.55,4,7,Test,70,250K-500K,4,False
660556,8,98,59.5,F,2,396241.53,0,3,Test,60,250K-500K,0,False
3674412,23,280,54.5,F,2,406602.4,6,9,Control,54,250K-500K,6,False
2907284,21,259,57.0,M,3,332151.19,4,7,Control,57,250K-500K,4,False
4821941,10,124,46.0,M,2,454253.62,2,5,Control,46,250K-500K,2,False
2506346,30,370,59.5,M,4,1130666.18,6,9,Control,60,1M-5M,6,False
5106413,15,189,67.0,M,3,365847.06,0,4,Control,67,250K-500K,0,False
4029062,23,280,52.5,F,2,495555.6,6,9,Control,52,250K-500K,6,False
6882657,22,265,66.5,F,2,920566.46,6,9,Test,66,500K-1M,6,False
6253381,17,210,50.5,M,2,598317.8400000001,2,5,Test,50,500K-1M,2,False
3035988,27,333,67.0,M,4,402003.17,6,9,Control,67,250K-500K,6,False
471388,30,370,57.0,M,3,2819724.03,4,8,Control,57,1M-5M,4,False
3782259,17,205,55.0,M,3,518453.56,6,9,Test,55,500K-1M,6,False
6940190,11,142,37.0,M,3,550411.9800000001,4,7,Test,37,500K-1M,4,False
9538905,15,189,63.5,F,4,397440.27,2,5,Test,64,250K-500K,2,False
5802509,7,90,44.5,U,2,769548.55,6,9,Test,44,500K-1M,6,False
7411977,4,58,45.0,U,3,393268.32,6,9,Control,45,250K-500K,6,False
4201434,7,85,65.0,U,2,316884.42,4,8,Control,65,250K-500K,4,False
7446375,14,174,51.0,F,2,326884.66,2,5,Test,51,250K-500K,2,False
4056116,14,174,53.5,F,3,367869.3,4,7,Test,54,250K-500K,4,False
4929178,2,33,44.5,M,3,644747.68,4,7,Test,44,500K-1M,4,False
6981798,9,108,44.5,M,3,4739012.27,4,7,Control,44,1M-5M,4,False
5481185,24,293,68.0,F,3,2043771.84,2,5,Control,68,1M-5M,2,False
8658395,15,184,71.5,M,2,326182.68,2,5,Control,72,250K-500K,2,False
3294129,22,275,65.5,F,5,3521989.41,4,7,Test,66,1M-5M,4,False
5210640,14,168,75.5,M,3,506821.6,5,8,Test,76,500K-1M,5,False
8009803,5,71,61.0,M,2,430155.67,6,9,Test,61,250K-500K,6,False
3828289,6,79,66.0,U,5,374659.82,2,5,Control,66,250K-500K,2,False
3127959,6,73,43.5,U,2,587278.51,5,8,Test,44,500K-1M,5,False
5121453,11,140,53.0,F,3,581602.2300000001,2,5,Control,53,500K-1M,2,False
1571466,15,190,42.0,F,3,569421.93,5,8,Control,42,500K-1M,5,False
1664346,28,341,42.5,F,2,435468.16,1,4,Test,42,250K-500K,1,False
4976479,9,118,32.0,M,3,329519.69,5,8,Test,32,250K-500K,5,False
527207,22,267,58.0,F,2,764563.31,6,9,Test,58,500K-1M,6,False
6076816,22,271,52.5,U,3,541521.14,6,9,Control,52,500K-1M,6,False
1550660,27,333,52.5,M,4,1921207.34,6,9,Control,52,1M-5M,6,False
1153740,16,193,54.0,F,3,339608.51,2,5,Control,54,250K-500K,2,False
3987597,6,72,69.5,F,2,433280.34,5,8,Control,70,250K-500K,5,False
1171953,25,307,56.5,M,4,1527304.66,3,6,Control,56,1M-5M,3,False
8665369,21,263,65.5,M,2,439507.7,6,9,Control,66,250K-500K,6,False
8138044,20,243,52.0,M,3,734149.9400000001,1,5,Test,52,500K-1M,1,False
210141,16,199,81.5,M,4,431643.24,4,8,Test,82,250K-500K,4,False
5905486,7,84,53.0,U,4,332413.75,1,6,Control,53,250K-500K,1,False
8958048,19,230,63.0,M,2,311060.66,6,9,Test,63,250K-500K,6,False
8205401,19,233,58.5,M,2,313601.16,3,6,Test,58,250K-500K,3,False
4676782,7,85,61.0,U,2,350498.22,1,4,Control,61,250K-500K,1,False
3416169,5,65,44.0,U,2,377604.07,2,5,Test,44,250K-500K,2,False
7365875,20,241,61.0,M,2,504531.28,6,9,Test,61,500K-1M,6,False
3564910,14,169,75.0,F,2,369011.4,0,3,Test,75,250K-500K,0,False
6409037,21,263,55.5,M,2,531692.98,3,6,Test,56,500K-1M,3,False
1414085,22,275,58.5,M,3,1018778.7,2,6,Control,58,1M-5M,2,False
1906444,11,140,41.5,F,2,304215.6,5,8,Control,42,250K-500K,5,False
8441694,6,81,63.0,F,3,612615.62,6,9,Test,63,500K-1M,6,False
2710360,5,67,71.0,M,2,413245.31,6,9,Control,71,250K-500K,6,False
1626983,5,65,65.5,M,2,302911.27,0,3,Test,66,250K-500K,0,False
1477266,27,326,59.5,M,2,712185.2000000001,5,8,Control,60,500K-1M,5,False
3018016,5,71,54.5,U,3,456058.01,6,9,Test,54,250K-500K,6,False
6780449,31,376,59.5,M,4,1329193.69,5,8,Control,60,1M-5M,5,False
6848218,5,67,38.0,U,4,1124914.2999999998,1,5,Test,38,1M-5M,1,False
59152,16,194,45.5,U,2,701946.64,6,9,Test,46,500K-1M,6,False
985881,6,77,53.5,F,2,356244.2,1,4,Test,54,250K-500K,1,False
6011502,17,215,76.5,M,4,1025467.49,0,8,Test,76,1M-5M,0,False
4522492,31,372,83.0,F,3,1459386.25,6,9,Test,83,1M-5M,6,False
1405605,13,157,39.0,M,3,441430.87,6,9,Control,39,250K-500K,6,False
7030424,13,167,72.5,F,2,307209.76,3,6,Control,72,250K-500K,3,False
5511653,25,305,63.5,M,2,3902950.39,5,8,Test,64,1M-5M,5,False
8841326,32,391,60.5,F,2,5085307.11,6,9,Control,60,5M-10M,6,True
7225168,16,193,60.5,M,2,562112.02,6,9,Control,60,500K-1M,6,False
1930869,10,120,54.5,M,2,486088.09,3,6,Test,54,250K-500K,3,False
1193812,15,184,40.5,M,3,527601.21,6,9,Test,40,500K-1M,6,False
101246,6,75,59.0,M,3,315998.6,4,8,Control,59,250K-500K,4,False
6427815,12,152,53.0,M,2,349880.33,1,4,Control,53,250K-500K,1,False
5407336,13,166,61.5,M,2,533430.91,4,7,Control,62,500K-1M,4,False
6515538,4,58,62.5,M,2,448642.73,6,9,Test,62,250K-500K,6,False
8356285,23,281,74.5,F,4,1162418.63,6,9,Test,74,1M-5M,6,False
2930510,21,260,64.0,F,3,731872.03,6,9,Test,64,500K-1M,6,False
690874,7,91,56.5,U,2,883101.79,6,9,Control,56,500K-1M,6,False
1706287,8,97,65.0,U,3,1461533.21,4,7,Control,65,1M-5M,4,False
5040493,20,250,66.5,M,3,786499.7300000001,6,9,Test,66,500K-1M,6,False
1757979,17,214,47.5,U,2,503783.92,3,7,Control,48,500K-1M,3,False
4899919,4,54,39.5,F,4,353227.27,6,9,Control,40,250K-500K,6,False
5377711,13,156,55.0,M,2,413345.72,6,9,Control,55,250K-500K,6,False
5786954,15,189,49.5,F,3,599596.0,5,8,Test,50,500K-1M,5,False
2449844,9,114,56.0,M,2,679479.4700000001,4,7,Control,56,500K-1M,4,False
966122,14,173,54.0,M,2,618360.87,0,3,Control,54,500K-1M,0,False
2449889,23,287,67.0,F,4,764281.64,3,6,Test,67,500K-1M,3,False
5084229,23,287,64.5,M,4,521222.54,6,9,Control,64,500K-1M,6,False
7348795,21,260,69.5,M,2,1367196.3099999998,3,6,Control,70,1M-5M,3,False
3717700,14,176,72.0,M,2,343131.21,6,9,Test,72,250K-500K,6,False
8641216,4,59,42.5,U,2,577645.81,1,4,Test,42,500K-1M,1,False
3071553,21,258,46.5,F,3,843389.67,4,7,Test,46,500K-1M,4,False
6714056,6,77,48.0,U,2,329403.9,5,8,Test,48,250K-500K,5,False
9386850,9,118,50.5,M,2,443150.86,4,7,Test,50,250K-500K,4,False
2775873,24,289,43.5,M,3,525110.2000000001,6,9,Test,44,500K-1M,6,False
2195059,23,284,76.0,M,2,1033978.56,3,6,Test,76,1M-5M,3,False
1647318,19,230,73.5,U,2,321951.58,5,8,Control,74,250K-500K,5,False
2058329,13,156,81.0,F,3,2840039.54,1,5,Control,81,1M-5M,1,False
6316996,15,187,55.5,M,3,597826.9,3,6,Test,56,500K-1M,3,False
137781,11,141,53.0,M,2,409961.94,2,5,Test,53,250K-500K,2,False
4897073,21,253,67.5,M,2,723100.04,5,8,Test,68,500K-1M,5,False
4240271,14,177,55.0,M,5,1325773.63,6,9,Test,55,1M-5M,6,False
309302,36,432,72.0,M,3,519926.06,3,6,Test,72,500K-1M,3,True
8600631,24,288,54.0,M,3,658030.2100000001,3,6,Test,54,500K-1M,3,False
564880,7,89,69.5,U,3,352954.39,3,6,Control,70,250K-500K,3,False
1133592,18,223,43.5,M,2,427622.21,0,3,Test,44,250K-500K,0,False
4253435,33,407,58.5,F,2,391718.12,1,4,Test,58,250K-500K,1,True
838750,7,94,66.5,U,3,498763.4,1,6,Test,66,250K-500K,1,False
9075150,36,433,63.5,M,3,523488.81,6,9,Test,64,500K-1M,6,True
9059933,4,54,52.0,M,2,298549.51,1,4,Control,52,250K-500K,1,False
8912315,23,284,68.0,F,4,769124.4,6,9,Control,68,500K-1M,6,False
9985932,21,261,51.5,M,2,435686.46,3,6,Test,52,250K-500K,3,False
2241980,21,260,63.0,F,2,872341.41,3,6,Test,63,500K-1M,3,False
4430112,26,320,54.0,F,2,407555.96,2,5,Test,54,250K-500K,2,False
570476,30,365,50.0,F,2,652135.53,6,9,Control,50,500K-1M,6,False
7736243,14,179,72.5,F,2,923548.43,6,9,Control,72,500K-1M,6,False
2580545,4,51,85.5,U,2,471066.29,5,9,Test,86,250K-500K,5,False
9812702,14,168,31.5,M,3,624345.01,6,9,Control,32,500K-1M,6,False
2667297,23,286,77.0,M,2,350934.6,5,8,Control,77,250K-500K,5,False
5305907,6,76,64.5,M,3,890341.37,6,9,Control,64,500K-1M,6,False
8818329,12,150,46.5,M,3,780520.3200000001,6,9,Test,46,500K-1M,6,False
8822210,13,167,47.0,F,2,573387.56,5,8,Control,47,500K-1M,5,False
3421736,12,145,68.0,M,2,296267.26,3,6,Test,68,250K-500K,3,False
7628683,6,81,60.0,U,2,415605.63,2,5,Control,60,250K-500K,2,False
1200335,7,88,45.5,U,4,316106.41,2,5,Control,46,250K-500K,2,False
8333746,17,204,29.5,M,3,807941.3400000001,6,9,Test,30,500K-1M,6,False
3541275,14,175,73.0,F,2,362729.34,6,9,Test,73,250K-500K,6,False
3037662,6,74,80.5,U,2,426565.51,5,8,Test,80,250K-500K,5,False
5033561,15,188,44.5,M,3,343451.84,4,7,Test,44,250K-500K,4,False
9530040,14,179,46.0,F,4,892548.2200000001,6,9,Test,46,500K-1M,6,False
1897580,26,313,60.5,F,6,401052.12,5,8,Test,60,250K-500K,5,False
8634380,23,283,57.5,F,2,328387.54,3,6,Control,58,250K-500K,3,False
6374240,20,251,66.5,M,4,1247680.47,4,8,Control,66,1M-5M,4,False
8829649,19,228,45.5,F,2,378111.58,3,6,Control,46,250K-500K,3,False
8927048,6,81,59.5,U,2,315742.62,4,7,Control,60,250K-500K,4,False
9404539,13,163,37.5,M,2,314755.26,2,5,Control,38,250K-500K,2,False
8786061,14,177,37.0,M,3,377481.36,6,9,Test,37,250K-500K,6,False
6210443,16,197,48.0,M,3,1754860.6,6,9,Control,48,1M-5M,6,False
2534280,15,181,64.5,M,2,522164.12,0,4,Test,64,500K-1M,0,False
6143776,20,245,84.0,M,2,374619.85,1,5,Test,84,250K-500K,1,False
8041517,32,394,55.5,M,3,581817.9400000001,6,9,Test,56,500K-1M,6,True
131973,23,286,49.0,M,3,420269.07,6,9,Test,49,250K-500K,6,False
7313419,17,210,59.5,M,2,345848.96,1,4,Control,60,250K-500K,1,False
7879942,37,454,78.0,M,3,1330048.54,0,4,Control,78,1M-5M,0,True
18973,13,160,54.0,M,4,353529.66,1,4,Control,54,250K-500K,1,False
1772427,8,106,54.5,M,2,1518185.15,6,9,Test,54,1M-5M,6,False
9671135,22,265,45.0,F,3,353097.93,2,5,Test,45,250K-500K,2,False
3839531,33,402,63.5,M,6,390076.4,5,8,Control,64,250K-500K,5,True
9245820,20,240,67.5,M,3,3757751.57,6,9,Control,68,1M-5M,6,False
6064721,11,132,62.5,F,3,344830.36,3,6,Control,62,250K-500K,3,False
3007715,6,83,54.5,U,2,471636.47,6,9,Control,54,250K-500K,6,False
8061813,30,360,59.5,M,2,548289.74,5,8,Test,60,500K-1M,5,False
2811417,14,173,73.0,M,2,421072.92,5,8,Test,73,250K-500K,5,False
7002612,8,106,57.0,M,2,635461.5800000001,6,9,Test,57,500K-1M,6,False
2474504,10,131,57.0,M,3,922118.17,1,4,Test,57,500K-1M,1,False
8820611,12,152,66.5,M,2,864355.38,5,8,Control,66,500K-1M,5,False
4720500,23,281,59.5,F,2,487976.37,4,7,Control,60,250K-500K,4,False
5153292,21,253,47.0,M,3,382810.05,6,9,Test,47,250K-500K,6,False
2834218,7,85,46.0,U,2,472166.08,4,7,Control,46,250K-500K,4,False
2035198,9,118,35.0,M,3,326935.72,6,9,Test,35,250K-500K,6,False
859446,12,153,55.0,F,3,294741.78,3,6,Test,55,250K-500K,3,False
4557771,21,262,47.5,M,3,657248.02,6,9,Control,48,500K-1M,6,False
3007112,26,322,79.0,F,2,292814.54,4,8,Test,79,250K-500K,4,False
171096,27,326,59.5,F,2,2235579.8,6,9,Test,60,1M-5M,6,False
7147586,10,121,68.5,M,2,1044361.71,5,8,Test,68,1M-5M,5,False
2523566,28,347,61.5,M,3,316208.59,6,9,Test,62,250K-500K,6,False
9261123,14,177,63.0,M,3,520933.78,1,4,Test,63,500K-1M,1,False
4457141,7,88,72.0,U,2,839509.7100000001,6,9,Test,72,500K-1M,6,False
4740441,30,371,71.0,M,3,1774998.0599999998,6,9,Test,71,1M-5M,6,False
8873924,15,189,61.5,M,2,312854.76,4,7,Test,62,250K-500K,4,False
9351315,15,182,34.5,M,2,341981.9,5,8,Test,34,250K-500K,5,False
8548102,6,82,51.0,U,2,644053.7200000001,3,6,Test,51,500K-1M,3,False
1360924,5,64,59.0,U,2,794512.42,3,6,Test,59,500K-1M,3,False
3637427,21,255,73.0,M,3,293106.29,3,6,Test,73,250K-500K,3,False
705584,19,239,66.5,M,2,812081.8500000001,6,9,Test,66,500K-1M,6,False
4332256,4,58,39.0,U,3,769805.52,6,9,Control,39,500K-1M,6,False
6129494,11,141,42.5,F,2,633176.02,1,4,Test,42,500K-1M,1,False
3349220,16,195,37.5,M,4,635355.43,6,9,Test,38,500K-1M,6,False
2289897,25,303,74.0,M,5,538260.91,6,9,Control,74,500K-1M,6,False
7567504,10,121,60.0,M,2,716623.4800000001,2,5,Test,60,500K-1M,2,False
1775911,4,57,66.0,F,2,300339.66,2,5,Test,66,250K-500K,2,False
5665576,7,91,54.5,U,2,333805.62,5,8,Test,54,250K-500K,5,False
7922530,21,253,81.0,M,2,937394.17,6,9,Control,81,500K-1M,6,False
5052906,18,223,32.5,M,3,394358.48,3,6,Control,32,250K-500K,3,False
3248710,18,217,42.0,U,2,921404.71,6,9,Test,42,500K-1M,6,False
218589,11,142,68.5,M,2,330112.04,6,9,Test,68,250K-500K,6,False
159558,12,152,60.5,U,2,410092.29,6,9,Test,60,250K-500K,6,False
148391,8,101,64.5,U,2,744448.1900000001,1,4,Test,64,500K-1M,1,False
1499746,20,243,74.5,M,3,362024.04,6,9,Control,74,250K-500K,6,False
5627548,6,78,47.0,U,2,804061.55,6,9,Test,47,500K-1M,6,False
9583508,26,315,60.0,F,2,727551.3400000001,6,9,Test,60,500K-1M,6,False
3944394,7,89,50.0,U,2,983643.58,4,7,Control,50,500K-1M,4,False
4623595,30,371,53.0,M,3,1138184.19,6,9,Test,53,1M-5M,6,False
3471130,7,94,72.0,U,2,472065.01,1,4,Test,72,250K-500K,1,False
8988322,18,226,46.0,F,3,296799.69,3,6,Control,46,250K-500K,3,False
5138720,7,89,36.5,U,3,354673.27,3,6,Test,36,250K-500K,3,False
5350623,15,185,43.5,F,4,409399.11,3,6,Test,44,250K-500K,3,False
7025223,17,214,67.0,M,4,512911.56,4,8,Control,67,500K-1M,4,False
8385830,8,97,51.0,U,2,477174.49,6,9,Control,51,250K-500K,6,False
7206508,6,82,33.0,U,2,339475.15,2,5,Test,33,250K-500K,2,False
59360,17,214,39.5,M,3,421044.15,0,3,Test,40,250K-500K,0,False
2747827,6,81,59.0,U,2,361562.86,6,9,Control,59,250K-500K,6,False
1361156,9,112,50.0,M,4,309659.65,6,9,Control,50,250K-500K,6,False
6017678,7,88,67.5,U,3,384482.69,5,8,Test,68,250K-500K,5,False
9692825,8,107,67.0,M,2,579868.89,6,9,Control,67,500K-1M,6,False
5727076,8,107,61.0,F,2,2393667.45,2,6,Control,61,1M-5M,2,False
3511551,15,187,42.0,M,2,450739.92,2,5,Test,42,250K-500K,2,False
4655731,29,353,71.5,F,3,2733404.15,6,9,Test,72,1M-5M,6,False
7175556,25,305,62.5,M,3,363290.34,3,6,Test,62,250K-500K,3,False
7684332,30,364,59.0,M,4,455799.2,5,8,Test,59,250K-500K,5,False
8385886,8,103,56.5,U,2,1282361.71,4,7,Control,56,1M-5M,4,False
2868319,9,111,55.0,M,2,339145.31,3,6,Test,55,250K-500K,3,False
7344008,16,200,64.5,F,3,603017.91,6,9,Control,64,500K-1M,6,False
927407,17,208,73.0,M,2,2996015.85,6,9,Test,73,1M-5M,6,False
3665114,20,241,53.0,M,3,729429.27,5,8,Control,53,500K-1M,5,False
7128070,21,254,42.0,M,2,389133.93,2,6,Control,42,250K-500K,2,False
5139624,10,128,50.5,M,2,482074.25,6,9,Test,50,250K-500K,6,False
2949963,15,185,50.0,M,3,488871.82,3,6,Test,50,250K-500K,3,False
5345981,15,181,65.0,F,3,387641.1,6,9,Control,65,250K-500K,6,False
166315,14,169,65.5,U,3,314156.24,6,9,Test,66,250K-500K,6,False
4867576,15,191,73.0,M,2,319274.39,6,9,Control,73,250K-500K,6,False
7820781,23,280,65.5,M,2,709234.17,3,6,Test,66,500K-1M,3,False
5091684,29,358,66.0,F,2,680318.29,0,3,Test,66,500K-1M,0,False
5810345,16,196,57.5,M,2,557957.05,2,5,Control,58,500K-1M,2,False
7592638,28,342,54.5,M,3,474347.12,4,7,Test,54,250K-500K,4,False
3765679,6,76,66.0,M,3,336188.7,6,9,Control,66,250K-500K,6,False
8438553,19,228,55.0,M,2,344066.74,6,9,Control,55,250K-500K,6,False
8490286,14,177,63.0,M,3,461554.9,4,7,Test,63,250K-500K,4,False
7684999,30,370,70.0,M,3,546944.67,1,4,Control,70,500K-1M,1,False
7013561,27,329,61.5,F,2,679356.88,0,4,Test,62,500K-1M,0,False
4442392,13,158,40.5,M,3,552983.5,3,6,Control,40,500K-1M,3,False
3110656,20,251,53.5,M,2,458794.98,5,8,Test,54,250K-500K,5,False
2130660,20,251,48.5,M,4,554627.62,6,9,Control,48,500K-1M,6,False
9990056,18,220,84.5,M,2,1906038.26,2,5,Test,84,1M-5M,2,False
2221200,20,241,76.5,F,3,601946.41,6,9,Control,76,500K-1M,6,False
7275283,4,53,62.0,U,2,586898.9700000001,4,7,Test,62,500K-1M,4,False
3075416,8,107,62.0,F,3,1320331.37,5,8,Test,62,1M-5M,5,False
2790345,24,288,66.0,F,2,447578.13,3,6,Control,66,250K-500K,3,False
1044073,18,220,65.0,M,6,322277.28,1,4,Control,65,250K-500K,1,False
2305223,24,294,59.5,U,2,823960.5800000001,3,6,Control,60,500K-1M,3,False
9777880,25,308,27.5,F,2,440639.59,2,5,Control,28,250K-500K,2,False
4296623,5,71,52.0,F,4,868986.0900000001,5,8,Control,52,500K-1M,5,False
7696084,10,121,44.5,M,2,417184.36,4,7,Test,44,250K-500K,4,False
128230,6,78,67.5,U,3,679606.67,5,9,Test,68,500K-1M,5,False
3536121,14,173,58.0,F,2,588034.03,6,9,Test,58,500K-1M,6,False
3184891,7,93,45.5,U,3,783898.03,6,9,Test,46,500K-1M,6,False
9439774,23,284,55.5,U,2,304576.55,1,4,Control,56,250K-500K,1,False
5822755,15,189,62.5,M,3,336108.16,6,9,Test,62,250K-500K,6,False
4542543,13,158,33.0,M,2,332752.83,4,7,Test,33,250K-500K,4,False
4490987,21,257,41.5,M,4,1149214.48,5,8,Test,42,1M-5M,5,False
2817541,27,330,67.0,F,4,310333.59,6,9,Test,67,250K-500K,6,False
2492506,16,203,59.5,F,2,539615.5,5,8,Test,60,500K-1M,5,False
3949774,8,100,64.5,U,2,313444.65,4,7,Test,64,250K-500K,4,False
3292582,9,119,37.0,M,3,1126255.0699999998,6,9,Test,37,1M-5M,6,False
8446955,8,103,52.0,U,2,470152.9,4,7,Control,52,250K-500K,4,False
6375896,13,167,65.0,M,2,308646.59,6,9,Test,65,250K-500K,6,False
5636190,13,167,42.5,M,4,573440.63,6,9,Test,42,500K-1M,6,False
1139631,6,81,62.5,F,2,290165.47,6,9,Test,62,250K-500K,6,False
8537447,25,300,52.0,M,3,2930952.95,6,9,Test,52,1M-5M,6,False
4497546,23,281,80.5,F,5,365831.44,6,9,Test,80,250K-500K,6,False
7350380,19,231,61.0,F,2,693296.3,0,3,Test,61,500K-1M,0,False
8218056,12,148,70.0,F,2,400851.61,0,3,Test,70,250K-500K,0,False
4846965,9,110,82.5,F,2,312742.14,6,9,Control,82,250K-500K,6,False
866794,34,418,63.0,M,3,699400.52,4,7,Test,63,500K-1M,4,True
3403877,13,162,26.5,F,2,1383870.6,6,9,Test,26,1M-5M,6,False
2014783,21,254,44.0,M,3,327658.21,5,8,Control,44,250K-500K,5,False
3171521,21,257,37.5,F,3,580857.12,3,6,Control,38,500K-1M,3,False
4559890,21,253,79.0,M,2,359590.19,1,4,Test,79,250K-500K,1,False
673672,23,278,66.0,M,2,631375.89,2,5,Control,66,500K-1M,2,False
7211752,6,72,63.5,U,2,443428.32,6,9,Control,64,250K-500K,6,False
4490726,29,355,83.0,M,2,787610.2200000001,5,8,Test,83,500K-1M,5,False
557659,8,107,53.5,F,2,329834.52,0,4,Test,54,250K-500K,0,False
1429007,9,118,51.0,F,2,310011.78,4,7,Test,51,250K-500K,4,False
8866465,15,186,67.0,F,3,1216746.39,4,7,Control,67,1M-5M,4,False
6036986,8,107,47.5,M,3,394200.71,5,8,Control,48,250K-500K,5,False
6113000,12,155,66.0,M,2,304777.79,2,5,Control,66,250K-500K,2,False
7192445,22,264,65.5,M,3,388705.67,5,8,Control,66,250K-500K,5,False
1526569,21,261,64.0,F,3,444184.83,6,9,Control,64,250K-500K,6,False
8337723,29,357,61.5,M,4,3793339.35,5,8,Test,62,1M-5M,5,False
5146488,16,195,52.0,M,2,745757.12,1,4,Control,52,500K-1M,1,False
3275704,28,342,74.0,M,4,1640146.5799999998,3,8,Test,74,1M-5M,3,False
5770244,4,58,24.0,U,2,300846.3,4,7,Test,24,250K-500K,4,False
807316,6,83,55.0,U,2,657132.15,5,8,Test,55,500K-1M,5,False
9398666,31,376,64.5,U,3,658242.7000000001,6,9,Test,64,500K-1M,6,False
9105207,5,64,57.0,F,2,445645.96,1,4,Control,57,250K-500K,1,False
6210325,5,64,27.5,M,3,330920.22,6,9,Test,28,250K-500K,6,False
2093746,14,176,58.0,M,2,340262.71,6,9,Test,58,250K-500K,6,False
1760254,38,460,60.5,F,2,317978.84,1,4,Test,60,250K-500K,1,True
8609111,6,81,43.5,U,2,386436.92,6,9,Control,44,250K-500K,6,False
4244178,33,407,79.0,M,3,1332822.9,6,9,Control,79,1M-5M,6,True
3304360,15,182,52.0,M,2,599600.28,1,4,Control,52,500K-1M,1,False
9517918,5,71,62.0,U,3,481931.83,6,9,Test,62,250K-500K,6,False
7615245,21,260,31.0,M,3,342270.43,5,8,Control,31,250K-500K,5,False
109413,21,255,51.0,M,3,2149931.05,2,5,Control,51,1M-5M,2,False
9051760,18,217,42.5,M,3,290763.42,2,5,Control,42,250K-500K,2,False
3504237,6,82,62.5,U,2,399458.82,5,8,Test,62,250K-500K,5,False
8996595,12,149,53.0,F,2,313780.85,5,8,Control,53,250K-500K,5,False
20564,10,124,55.5,M,6,1648443.6,3,6,Test,56,1M-5M,3,False
614469,13,159,57.0,M,2,1873321.54,6,9,Test,57,1M-5M,6,False
8273714,26,318,56.5,M,4,1442337.41,6,9,Test,56,1M-5M,6,False
8467005,12,155,74.5,M,4,415342.68,6,9,Test,74,250K-500K,6,False
4203251,25,308,55.5,M,3,515778.25,3,6,Test,56,500K-1M,3,False
9918641,14,177,60.0,M,3,673149.0,6,9,Control,60,500K-1M,6,False
8405230,30,370,81.0,M,4,638794.13,1,6,Test,81,500K-1M,1,False
692949,16,194,57.0,F,2,584224.0,3,6,Test,57,500K-1M,3,False
4006328,10,129,65.0,F,3,1261262.3199999998,5,8,Test,65,1M-5M,5,False
2102243,7,86,48.5,U,2,1479559.73,4,7,Test,48,1M-5M,4,False
3790117,13,156,28.0,F,2,384028.38,0,3,Test,28,250K-500K,0,False
6285197,21,260,45.5,F,3,306243.11,2,5,Test,46,250K-500K,2,False
6995732,21,253,69.0,F,4,458916.44,0,3,Control,69,250K-500K,0,False
8096789,24,294,57.5,M,2,310348.82,0,3,Test,58,250K-500K,0,False
4438069,9,119,59.0,M,2,663535.79,6,9,Control,59,500K-1M,6,False
5134296,11,132,75.5,M,2,602604.8200000001,5,8,Control,76,500K-1M,5,False
85097,11,137,65.0,M,3,657489.4,4,7,Control,65,500K-1M,4,False
3367662,7,88,71.0,U,2,301450.57,6,9,Test,71,250K-500K,6,False
4870929,29,355,55.0,M,3,316976.66,5,8,Test,55,250K-500K,5,False
2245262,18,225,72.5,M,4,4180554.55,6,9,Test,72,1M-5M,6,False
6702540,15,189,67.0,M,2,378155.22,1,4,Test,67,250K-500K,1,False
5670962,20,246,62.0,F,2,938662.62,3,6,Test,62,500K-1M,3,False
9508604,4,56,66.0,U,2,355341.89,4,7,Test,66,250K-500K,4,False
3390803,14,170,60.5,F,3,532071.76,6,9,Control,60,500K-1M,6,False
5001834,15,189,64.0,M,2,1051617.62,6,9,Control,64,1M-5M,6,False
3063706,5,62,60.0,U,6,682645.67,3,6,Control,60,500K-1M,3,False
7764561,26,323,68.5,M,4,1550511.98,5,8,Control,68,1M-5M,5,False
6189050,13,158,50.5,M,3,297062.83,6,9,Control,50,250K-500K,6,False
2144761,18,224,65.0,F,3,382770.06,3,6,Control,65,250K-500K,3,False
7465976,11,137,39.5,F,2,339413.16,0,3,Test,40,250K-500K,0,False
1139245,29,358,53.5,M,3,447802.46,4,7,Control,54,250K-500K,4,False
6094600,8,98,41.5,U,3,492187.8,3,6,Test,42,250K-500K,3,False
9541236,14,179,24.5,M,4,834159.26,6,9,Test,24,500K-1M,6,False
8805078,11,133,54.0,M,2,299753.25,4,7,Control,54,250K-500K,4,False
