,client_id,confirm,start,step_1,step_2,step_3,conversion,completed_&_confused,completed_linear,variation
27696,5502982,,1.0,1.0,1.0,,0,0,0,Test
27697,5503316,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27698,5503734,2.0,1.0,1.0,2.0,2.0,1,1,0,Test
27699,5503800,1.0,1.0,1.0,3.0,3.0,1,1,0,Control
27700,5503836,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
27701,5504348,,3.0,1.0,1.0,2.0,0,0,0,Test
27702,5504517,,4.0,2.0,,,0,0,0,Test
27703,5504559,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27704,5504731,1.0,1.0,3.0,4.0,2.0,1,1,0,Test
27705,5504850,,1.0,2.0,2.0,1.0,0,0,0,Control
27706,5504894,1.0,7.0,4.0,1.0,1.0,1,1,0,Test
27707,5505534,3.0,3.0,1.0,1.0,2.0,1,1,0,Control
27708,5505565,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27709,5505977,,2.0,,,,0,0,0,Control
27710,5506078,,1.0,,,,0,0,0,Control
27711,5506257,,1.0,,,,0,0,0,Test
27712,5506805,1.0,3.0,4.0,2.0,1.0,1,1,0,Test
27713,5506852,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27714,5507184,1.0,1.0,2.0,1.0,1.0,1,1,0,Test
27715,5507530,,1.0,,,,0,0,0,Control
27716,5508030,,1.0,,,,0,0,0,Control
27717,5508174,,3.0,1.0,1.0,,0,0,0,Test
27718,5508187,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27719,5508214,1.0,3.0,2.0,3.0,2.0,1,1,0,Test
27720,5508268,,13.0,3.0,4.0,4.0,0,0,0,Control
27721,5508410,1.0,2.0,2.0,2.0,2.0,1,1,0,Test
27722,5508444,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27723,5508496,,2.0,,,,0,0,0,Control
27724,5508546,,5.0,,,,0,0,0,Test
27725,5508888,,2.0,1.0,1.0,1.0,0,0,0,Test
27726,5509624,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27727,5509830,,1.0,1.0,1.0,1.0,0,0,0,Control
27728,5509909,,2.0,,,,0,0,0,Control
27729,5509975,,4.0,2.0,1.0,1.0,0,0,0,Control
27730,5510017,1.0,1.0,1.0,,,0,0,0,Control
27731,5510220,2.0,2.0,1.0,1.0,1.0,1,0,0,Control
27732,5510647,,1.0,,,,0,0,0,Control
27733,5510809,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27734,5510998,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
27735,5511009,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27736,5511315,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27737,5511653,1.0,1.0,2.0,2.0,2.0,1,1,0,Test
27738,5511805,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27739,5511884,,2.0,,,,0,0,0,Control
27740,5511899,1.0,4.0,3.0,2.0,2.0,1,1,0,Control
27741,5511919,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27742,5512076,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27743,5512095,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27744,5512185,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27745,5512199,,4.0,1.0,,,0,0,0,Test
27746,5512263,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
27747,5512354,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27748,5512376,,3.0,2.0,,,0,0,0,Test
27749,5512547,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27750,5512916,,1.0,,,,0,0,0,Control
27751,5513087,,1.0,1.0,,,0,0,0,Control
27752,5513189,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27753,5513449,,1.0,1.0,1.0,1.0,0,0,0,Control
27754,5514098,,1.0,1.0,1.0,2.0,0,0,0,Control
27755,5514104,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
27756,5514240,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27757,5514367,2.0,2.0,2.0,1.0,1.0,1,1,0,Test
27758,5514901,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27759,5515078,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27760,5515403,,2.0,,,,0,0,0,Control
27761,5515625,,2.0,1.0,1.0,,0,0,0,Control
27762,5516350,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27763,5516455,1.0,4.0,3.0,1.0,1.0,1,1,0,Test
27764,5516477,,3.0,1.0,1.0,1.0,0,0,0,Test
27765,5516768,,1.0,,,,0,0,0,Control
27766,5516984,,7.0,2.0,2.0,3.0,0,0,0,Test
27767,5517122,1.0,3.0,3.0,1.0,1.0,1,1,0,Test
27768,5517631,,1.0,,,,0,0,0,Test
27769,5518059,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
27770,5518238,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27771,5518388,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27772,5518659,,6.0,2.0,,,0,0,0,Test
27773,5518698,2.0,3.0,1.0,1.0,1.0,1,0,0,Test
27774,5518822,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27775,5518993,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27776,5519006,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27777,5519235,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27778,5519305,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27779,5519559,,1.0,,,,0,0,0,Test
27780,5519791,,1.0,1.0,1.0,2.0,0,0,0,Control
27781,5519904,,2.0,,,,0,0,0,Test
27782,5519930,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
27783,5520072,,1.0,,,,0,0,0,Control
27784,5520075,1.0,2.0,2.0,2.0,2.0,1,1,0,Test
27785,5520127,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27786,5520576,1.0,4.0,1.0,2.0,2.0,1,1,0,Control
27787,5520839,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27788,5520970,,1.0,,,,0,0,0,Control
27789,5521246,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27790,5521308,1.0,3.0,2.0,2.0,2.0,1,1,0,Control
27791,5521628,1.0,4.0,4.0,2.0,1.0,1,1,0,Test
27792,5521684,,1.0,,,,0,0,0,Control
27793,5521758,,3.0,,,,0,0,0,Test
27794,5521811,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27795,5521831,,1.0,1.0,,,0,0,0,Control
27796,5522306,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27797,5522530,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27798,5522802,1.0,9.0,6.0,4.0,3.0,1,1,0,Control
27799,5522936,,1.0,,,,0,0,0,Control
27800,5523096,2.0,3.0,3.0,1.0,1.0,1,1,0,Control
27801,5523293,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27802,5523456,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27803,5523503,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27804,5523886,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27805,5523996,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27806,5524226,1.0,1.0,2.0,3.0,2.0,1,1,0,Control
27807,5524463,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27808,5524590,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27809,5524988,1.0,4.0,2.0,1.0,1.0,1,1,0,Test
27810,5525202,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27811,5525291,1.0,3.0,5.0,3.0,1.0,1,1,0,Test
27812,5525306,1.0,5.0,4.0,1.0,1.0,1,1,0,Test
27813,5525477,,2.0,,,,0,0,0,Control
27814,5525549,1.0,6.0,3.0,3.0,1.0,1,1,0,Test
27815,5526019,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27816,5526184,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27817,5526223,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27818,5526294,1.0,3.0,2.0,2.0,2.0,1,1,0,Control
27819,5526636,,9.0,,,,0,0,0,Test
27820,5526741,1.0,1.0,2.0,2.0,1.0,1,1,0,Test
27821,5527037,,2.0,,,,0,0,0,Control
27822,5527784,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27823,5527992,1.0,3.0,4.0,2.0,1.0,1,1,0,Test
27824,5528159,,4.0,,,,0,0,0,Test
27825,5528233,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27826,5528242,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27827,5528873,,2.0,,,,0,0,0,Test
27828,5529630,,1.0,2.0,1.0,1.0,0,0,0,Control
27829,5529655,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
27830,5529705,,2.0,,,,0,0,0,Test
27831,5529860,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27832,5529882,1.0,9.0,2.0,3.0,3.0,1,1,0,Control
27833,5530246,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27834,5530388,,1.0,1.0,,,0,0,0,Control
27835,5530848,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27836,5531076,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27837,5531217,1.0,3.0,2.0,1.0,1.0,1,1,0,Test
27838,5531284,1.0,3.0,2.0,1.0,1.0,1,1,0,Control
27839,5531315,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
27840,5531736,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27841,5531890,1.0,2.0,3.0,4.0,3.0,1,1,0,Control
27842,5531941,,3.0,,,,0,0,0,Test
27843,5532000,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27844,5532383,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27845,5532596,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
27846,5532707,1.0,14.0,2.0,2.0,1.0,1,1,0,Control
27847,5532902,3.0,4.0,1.0,1.0,1.0,1,0,0,Control
27848,5533046,,1.0,,,,0,0,0,Control
27849,5533778,,1.0,,,,0,0,0,Control
27850,5533863,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
27851,5533953,,3.0,2.0,,,0,0,0,Test
27852,5534058,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27853,5534059,,3.0,,,,0,0,0,Control
27854,5534228,,1.0,,,,0,0,0,Control
27855,5534302,,2.0,,,,0,0,0,Control
27856,5534401,1.0,4.0,3.0,1.0,1.0,1,1,0,Test
27857,5535081,,6.0,5.0,3.0,1.0,0,0,0,Test
27858,5535707,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27859,5535892,1.0,7.0,3.0,4.0,3.0,1,1,0,Test
27860,5535964,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27861,5536014,4.0,1.0,1.0,1.0,1.0,1,0,0,Test
27862,5536159,3.0,1.0,1.0,1.0,1.0,1,0,0,Control
27863,5536276,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27864,5536303,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27865,5536337,1.0,3.0,2.0,2.0,2.0,1,1,0,Control
27866,5536852,,1.0,1.0,,,0,0,0,Control
27867,5537155,,3.0,,,,0,0,0,Test
27868,5537504,1.0,2.0,2.0,5.0,4.0,1,1,0,Control
27869,5537559,,1.0,,,,0,0,0,Control
27870,5537612,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27871,5537949,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27872,5538179,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27873,5538197,1.0,3.0,2.0,1.0,1.0,1,1,0,Test
27874,5538449,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27875,5539142,,9.0,3.0,2.0,,0,0,0,Control
27876,5539171,,1.0,,,,0,0,0,Control
27877,5539207,2.0,6.0,6.0,1.0,1.0,1,1,0,Control
27878,5539442,,2.0,1.0,,,0,0,0,Test
27879,5539768,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27880,5539836,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
27881,5540128,1.0,2.0,2.0,2.0,1.0,1,1,0,Test
27882,5540715,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
27883,5540761,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27884,5541027,,2.0,2.0,1.0,3.0,0,0,0,Test
27885,5541105,,1.0,,,,0,0,0,Control
27886,5541129,,4.0,,,,0,0,0,Control
27887,5541301,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
27888,5541811,,3.0,1.0,1.0,,0,0,0,Control
27889,5541934,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27890,5542145,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
27891,5542581,1.0,4.0,3.0,1.0,1.0,1,1,0,Test
27892,5542798,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27893,5543024,2.0,2.0,1.0,1.0,1.0,1,0,0,Test
27894,5543141,,1.0,,,,0,0,0,Control
27895,5543493,2.0,1.0,1.0,1.0,2.0,1,1,0,Test
27896,5543630,,2.0,1.0,,,0,0,0,Test
27897,5543804,1.0,3.0,5.0,5.0,3.0,1,1,0,Test
27898,5544104,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
27899,5544203,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27900,5544739,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27901,5544750,4.0,1.0,1.0,1.0,1.0,1,0,0,Test
27902,5544875,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27903,5545127,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27904,5545133,1.0,1.0,2.0,2.0,1.0,1,1,0,Test
27905,5545303,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27906,5545357,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27907,5545385,,5.0,,,,0,0,0,Test
27908,5545424,,3.0,,,,0,0,0,Test
27909,5545425,1.0,4.0,2.0,2.0,1.0,1,1,0,Control
27910,5545428,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27911,5545517,,6.0,7.0,,,0,0,0,Test
27912,5546052,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
27913,5546276,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27914,5546299,,2.0,1.0,1.0,,0,0,0,Test
27915,5546508,,1.0,1.0,1.0,1.0,0,0,0,Control
27916,5546524,,3.0,,,,0,0,0,Control
27917,5546610,,1.0,2.0,,,0,0,0,Control
27918,5547047,,1.0,,,,0,0,0,Control
27919,5547154,,2.0,,,,0,0,0,Test
27920,5547433,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27921,5547565,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27922,5547627,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
27923,5547961,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27924,5548724,1.0,2.0,2.0,2.0,2.0,1,1,0,Control
27925,5549078,1.0,1.0,1.0,2.0,2.0,1,1,0,Control
27926,5549083,,3.0,2.0,1.0,,0,0,0,Test
27927,5549100,,6.0,3.0,2.0,,0,0,0,Test
27928,5549368,,1.0,,,,0,0,0,Test
27929,5549673,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
27930,5549720,,4.0,,,,0,0,0,Control
27931,5549883,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27932,5549955,,1.0,1.0,1.0,1.0,0,0,0,Test
27933,5550061,,3.0,2.0,,,0,0,0,Test
27934,5550182,,2.0,1.0,1.0,2.0,0,0,0,Test
27935,5550349,,2.0,1.0,2.0,1.0,0,0,0,Control
27936,5550353,1.0,2.0,1.0,4.0,,0,1,0,Control
27937,5550553,,2.0,2.0,4.0,,0,0,0,Control
27938,5550810,,10.0,,,,0,0,0,Test
27939,5551581,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
27940,5551641,,3.0,1.0,,,0,0,0,Test
27941,5552032,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27942,5552624,,20.0,2.0,,,0,0,0,Test
27943,5552661,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27944,5552819,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27945,5552968,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27946,5552984,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
27947,5553119,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27948,5553120,,11.0,1.0,,,0,0,0,Test
27949,5553285,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27950,5553389,3.0,11.0,5.0,5.0,3.0,1,1,0,Test
27951,5553555,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27952,5553633,,2.0,,,,0,0,0,Control
27953,5553696,,1.0,1.0,,,0,0,0,Test
27954,5554140,1.0,7.0,4.0,3.0,2.0,1,1,0,Test
27955,5554210,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
27956,5554216,,1.0,1.0,1.0,,0,0,0,Test
27957,5554510,,2.0,,,,0,0,0,Control
27958,5554534,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27959,5554652,,1.0,,,,0,0,0,Control
27960,5554655,,1.0,1.0,1.0,1.0,0,0,0,Control
27961,5554678,,3.0,1.0,1.0,1.0,0,0,0,Control
27962,5554918,,16.0,4.0,2.0,1.0,0,0,0,Test
27963,5554969,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27964,5555416,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27965,5555581,,3.0,2.0,2.0,1.0,0,0,0,Test
27966,5555638,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27967,5555790,,1.0,,,,0,0,0,Control
27968,5556052,,1.0,,,,0,0,0,Test
27969,5556100,1.0,3.0,3.0,1.0,1.0,1,1,0,Control
27970,5556204,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27971,5556500,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27972,5556586,,2.0,,,,0,0,0,Control
27973,5556865,1.0,2.0,2.0,3.0,3.0,1,1,0,Control
27974,5556877,,3.0,2.0,,,0,0,0,Test
27975,5556885,1.0,3.0,1.0,1.0,1.0,1,0,0,Control
27976,5557300,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27977,5557573,,6.0,,,,0,0,0,Test
27978,5557680,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
27979,5557759,,2.0,1.0,1.0,,0,0,0,Control
27980,5557932,2.0,5.0,2.0,1.0,1.0,1,1,0,Test
27981,5558259,,1.0,2.0,3.0,4.0,0,0,0,Control
27982,5558421,,2.0,,,,0,0,0,Control
27983,5558874,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27984,5559264,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27985,5559421,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27986,5559456,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
27987,5559545,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
27988,5559740,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27989,5559892,1.0,2.0,3.0,1.0,1.0,1,1,0,Test
27990,5559981,4.0,1.0,1.0,1.0,1.0,1,0,0,Control
27991,5560729,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
27992,5561211,,1.0,1.0,,,0,0,0,Test
27993,5561667,,4.0,2.0,2.0,2.0,0,0,0,Control
27994,5561990,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
27995,5562109,1.0,1.0,2.0,4.0,2.0,1,1,0,Test
27996,5562135,,2.0,,,,0,0,0,Control
27997,5562166,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
27998,5562631,,2.0,4.0,4.0,,0,0,0,Control
27999,5562982,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
28000,5563098,3.0,,,,,0,0,0,Test
28001,5563217,,9.0,2.0,,,0,0,0,Test
28002,5563273,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28003,5563287,,2.0,1.0,1.0,1.0,0,0,0,Test
28004,5563331,6.0,,,,,0,0,0,Test
28005,5563344,1.0,2.0,2.0,1.0,1.0,1,1,0,Control
28006,5563800,,1.0,1.0,1.0,1.0,0,0,0,Test
28007,5563811,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
28008,5563934,,1.0,1.0,,,0,0,0,Test
28009,5564018,1.0,3.0,3.0,3.0,1.0,1,1,0,Test
28010,5564255,,1.0,1.0,1.0,2.0,0,0,0,Test
28011,5564419,1.0,1.0,1.0,2.0,2.0,1,1,0,Test
28012,5564728,,6.0,3.0,,,0,0,0,Control
28013,5564742,,1.0,1.0,,,0,0,0,Control
28014,5565265,,3.0,1.0,1.0,,0,0,0,Control
28015,5565298,,3.0,1.0,,,0,0,0,Control
28016,5565466,1.0,3.0,1.0,1.0,1.0,1,0,0,Test
28017,5565651,1.0,2.0,2.0,2.0,1.0,1,1,0,Control
28018,5565881,4.0,9.0,8.0,4.0,4.0,1,1,0,Test
28019,5566410,1.0,,1.0,1.0,1.0,0,0,0,Test
28020,5566417,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
28021,5566485,1.0,7.0,1.0,2.0,3.0,1,1,0,Control
28022,5566507,,2.0,1.0,1.0,1.0,0,0,0,Test
28023,5566584,2.0,3.0,2.0,3.0,2.0,1,1,0,Test
28024,5566841,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
28025,5566976,1.0,1.0,3.0,2.0,1.0,1,1,0,Test
28026,5567038,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28027,5567516,2.0,2.0,1.0,1.0,1.0,1,0,0,Test
28028,5567548,1.0,2.0,1.0,1.0,1.0,1,0,0,Test
28029,5567727,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28030,5567735,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28031,5567976,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28032,5568049,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28033,5568328,1.0,2.0,2.0,3.0,1.0,1,1,0,Control
28034,5568938,1.0,2.0,2.0,1.0,1.0,1,1,0,Test
28035,5569038,,1.0,1.0,1.0,,0,0,0,Control
28036,5569364,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28037,5569554,3.0,2.0,2.0,1.0,1.0,1,1,0,Test
28038,5569747,,1.0,,,,0,0,0,Test
28039,5570237,,2.0,,,,0,0,0,Control
28040,5570251,,1.0,2.0,,,0,0,0,Test
28041,5570366,1.0,,,,1.0,0,0,0,Control
28042,5570866,1.0,6.0,5.0,3.0,2.0,1,1,0,Control
28043,5570888,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28044,5571009,2.0,2.0,3.0,1.0,1.0,1,1,0,Test
28045,5571051,,2.0,,,,0,0,0,Control
28046,5571133,,1.0,1.0,1.0,1.0,0,0,0,Control
28047,5571151,,1.0,1.0,,,0,0,0,Test
28048,5571817,,3.0,2.0,2.0,2.0,0,0,0,Control
28049,5571841,,2.0,,,,0,0,0,Test
28050,5571908,,2.0,2.0,2.0,2.0,0,0,0,Control
28051,5572164,,1.0,1.0,1.0,1.0,0,0,0,Control
28052,5572179,1.0,2.0,2.0,2.0,2.0,1,1,0,Test
28053,5572217,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28054,5572544,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
28055,5572700,2.0,6.0,2.0,1.0,1.0,1,1,0,Control
28056,5572873,,4.0,2.0,1.0,,0,0,0,Test
28057,5572966,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28058,5573337,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28059,5573900,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
28060,5574005,,1.0,,,,0,0,0,Control
28061,5574016,,1.0,1.0,1.0,1.0,0,0,0,Test
28062,5574111,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28063,5574187,,1.0,,,,0,0,0,Control
28064,5574306,1.0,7.0,2.0,2.0,2.0,1,1,0,Test
28065,5574593,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28066,5574917,,2.0,,,,0,0,0,Control
28067,5574967,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
28068,5575459,2.0,2.0,2.0,1.0,1.0,1,1,0,Test
28069,5575575,1.0,2.0,2.0,2.0,2.0,1,1,0,Control
28070,5575801,1.0,1.0,2.0,1.0,1.0,1,1,0,Control
28071,5576110,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28072,5576145,1.0,5.0,1.0,1.0,1.0,1,0,0,Test
28073,5576190,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28074,5576202,,1.0,,,,0,0,0,Control
28075,5576358,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28076,5576582,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28077,5576669,1.0,5.0,4.0,2.0,1.0,1,1,0,Control
28078,5576836,,1.0,,,,0,0,0,Control
28079,5576912,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28080,5577085,,2.0,,,,0,0,0,Test
28081,5577490,,2.0,,,,0,0,0,Control
28082,5578237,,1.0,,,,0,0,0,Test
28083,5578521,,6.0,,,,0,0,0,Test
28084,5578646,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28085,5578953,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28086,5579150,,5.0,2.0,1.0,1.0,0,0,0,Test
28087,5579180,,15.0,4.0,3.0,,0,0,0,Control
28088,5579315,,3.0,3.0,2.0,,0,0,0,Test
28089,5579402,,3.0,2.0,1.0,,0,0,0,Test
28090,5579581,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
28091,5579616,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28092,5579672,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28093,5579925,,3.0,1.0,,,0,0,0,Test
28094,5579963,,1.0,1.0,2.0,2.0,0,0,0,Control
28095,5580011,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28096,5580617,,1.0,,,,0,0,0,Control
28097,5580671,2.0,1.0,1.0,1.0,1.0,1,0,0,Test
28098,5580694,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28099,5580775,,1.0,1.0,1.0,1.0,0,0,0,Control
28100,5580793,2.0,1.0,2.0,2.0,1.0,1,1,0,Test
28101,5581176,1.0,6.0,4.0,1.0,1.0,1,1,0,Control
28102,5581214,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28103,5581468,,3.0,2.0,,,0,0,0,Control
28104,5581664,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
28105,5581699,1.0,2.0,1.0,1.0,1.0,1,0,0,Control
28106,5581728,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28107,5581872,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28108,5581936,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28109,5581979,1.0,3.0,3.0,2.0,2.0,1,1,0,Control
28110,5582096,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28111,5582151,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28112,5582298,,1.0,,,,0,0,0,Control
28113,5582954,9.0,5.0,1.0,11.0,13.0,1,1,0,Control
28114,5583943,1.0,1.0,1.0,1.0,1.0,1,0,1,Control
28115,5583950,3.0,3.0,7.0,5.0,3.0,1,1,0,Test
28116,5584268,,1.0,,,,0,0,0,Test
28117,5584405,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28118,5584449,,2.0,1.0,1.0,,0,0,0,Test
28119,5584469,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
28120,5584520,,4.0,,,,0,0,0,Test
28121,5584706,1.0,1.0,1.0,1.0,1.0,1,0,1,Test
